_id,OBJECTID,UtilityCompany,Start Date/Time,Estimated Restoration Date/Time,Cause,Impacted Customers,Shape__Area,Shape__Length,County,Outage Status,Outage type,Indicent ID,collection_time
1,5745478,PGE,3/21/2025 4:12:00 AM,3/21/2025 1:00:00 PM,PLNND SHUTDOWN,1,6612.14453125,466.311816458891,ALAMEDA,Active,Planned,2740666,2025-03-21 19:03:23
2,5745479,PGE,3/21/2025 3:29:49 AM,3/21/2025 12:30:00 PM,EMERG REPAIRS,94,89723.765625,1808.37167440058,SANTA CLARA,Active,Not Planned,2740644,2025-03-21 19:03:23
3,5745480,PGE,3/21/2025 10:35:27 AM,,,311,360294.7109375,3041.35709441147,SANTA CLARA,Active,Not Planned,2740725,2025-03-21 19:03:23
4,5745481,PGE,3/21/2025 4:26:00 AM,3/21/2025 1:00:00 PM,PLNND SHUTDOWN,122,56363.58203125,1175.40761151246,SAN MATEO,Active,Planned,2740679,2025-03-21 19:03:23
5,5745482,PGE,3/21/2025 4:18:00 AM,3/21/2025 1:00:00 PM,PLNND SHUTDOWN,78,55624.09765625,1060.1840949411,SAN MATEO,Active,Planned,2740686,2025-03-21 19:03:23
6,5745483,PGE,3/21/2025 4:26:00 AM,3/21/2025 1:00:00 PM,PLNND SHUTDOWN,95,9739.125,395.261459030108,SAN MATEO,Active,Planned,2740691,2025-03-21 19:03:23
7,5745484,PGE,3/21/2025 5:13:40 AM,3/21/2025 10:45:00 AM,,4,6142.10546875,351.026512122305,CONTRA COSTA,Active,Not Planned,2740693,2025-03-21 19:03:23
8,5745485,PGE,3/21/2025 8:05:06 AM,3/21/2025 12:15:00 PM,EMERG REPAIRS,1,13722.56640625,493.284711944916,MONTEREY,Active,Not Planned,2740716,2025-03-21 19:03:23
9,5745486,PGE,3/21/2025 10:05:14 AM,3/21/2025 12:30:00 PM,,53,1555458.359375,9340.26643384482,STANISLAUS,Active,Not Planned,2740724,2025-03-21 19:03:23
10,5745487,PGE,3/21/2025 10:38:07 AM,,,1,10131.5703125,653.315468311804,GLENN,Active,Not Planned,2740726,2025-03-21 19:03:23
11,5745488,PGE,3/20/2025 11:50:02 PM,3/21/2025 1:00:00 PM,REPLCE TXFMR,1,6596.80859375,460.418147803965,SAN FRANCISCO,Active,Not Planned,2740544,2025-03-21 19:03:23
12,5745489,PGE,3/21/2025 6:54:43 AM,3/21/2025 2:02:00 PM,EMERG REPAIRS,1,7503.15234375,579.068815793337,CONTRA COSTA,Active,Not Planned,2740710,2025-03-21 19:03:23
13,5745490,PGE,3/21/2025 12:37:24 AM,3/21/2025 5:00:00 PM,,1,2920883.765625,7859.41330986162,KERN,Active,Not Planned,2740571,2025-03-21 19:03:23
14,5745491,PGE,3/21/2025 4:01:00 AM,3/21/2025 1:00:00 PM,PLNND SHUTDOWN,237,12342.875,650.241039009598,ALAMEDA,Active,Planned,2740663,2025-03-21 19:03:23
15,5745492,PGE,3/21/2025 4:46:41 AM,3/21/2025 12:15:00 PM,REPLCE TXFMR,8,10894.65625,515.231213782303,SAN MATEO,Active,Not Planned,2740675,2025-03-21 19:03:23
16,5745493,PGE,3/21/2025 5:00:00 AM,3/21/2025 1:00:00 PM,PLNND SHUTDOWN,86,53343.421875,2144.62811806227,SAN MATEO,Active,Planned,2740683,2025-03-21 19:03:23
17,5745494,PGE,3/21/2025 9:10:00 AM,3/21/2025 11:30:00 AM,PLNND SHUTDOWN,1,10695.9609375,412.402897234993,KERN,Active,Planned,2740722,2025-03-21 19:03:23
18,5745495,PGE,3/20/2025 2:34:48 PM,3/21/2025 11:45:00 AM,REPLCE SRVC,1,8030.140625,473.006582195215,SANTA CLARA,Active,Not Planned,2740043,2025-03-21 19:03:23
19,5745496,PGE,3/21/2025 4:02:56 AM,3/21/2025 12:00:00 PM,PLNND SHUTDOWN,22,17552.3203125,620.104609561883,SAN MATEO,Active,Planned,2740653,2025-03-21 19:03:23
20,5745497,PGE,3/21/2025 4:00:00 AM,3/21/2025 1:00:00 PM,PLNND SHUTDOWN,7,20292.234375,692.930901781898,SAN MATEO,Active,Planned,2740656,2025-03-21 19:03:23
21,5745498,PGE,3/21/2025 12:03:00 AM,3/21/2025 5:45:00 AM,,1,231992.41015625,2085.18330906802,EL DORADO,Active,Not Planned,2740636,2025-03-21 19:03:23
22,5745499,PGE,3/20/2025 8:39:24 PM,3/21/2025 5:00:00 PM,REPLCE TXFMR,1,1340125.8359375,6163.80949428659,KERN,Active,Not Planned,2740334,2025-03-21 19:03:23
23,5745500,PGE,3/20/2025 11:09:00 PM,3/21/2025 5:00:00 PM,NG CONNECTION,1,976802.3671875,3952.23862659429,KERN,Active,Not Planned,2740514,2025-03-21 19:03:23
24,5745501,PGE,3/21/2025 4:04:05 AM,3/21/2025 12:00:00 PM,REPLCE TXFMR,5,6336.01953125,351.599703570961,SAN MATEO,Active,Not Planned,2740652,2025-03-21 19:03:23
25,5745502,PGE,3/21/2025 7:42:33 AM,3/21/2025 5:45:00 PM,PATROLLING,1,27761.30078125,839.328753297042,ALAMEDA,Active,Not Planned,2740711,2025-03-21 19:03:23
26,5745503,PGE,3/21/2025 9:09:49 AM,3/21/2025 1:30:00 PM,PATROLLING,3,149339.109375,1764.1818036597,CALAVERAS,Active,Not Planned,2740721,2025-03-21 19:03:23
