_id,OBJECTID,UtilityCompany,Start Date/Time,Estimated Restoration Date/Time,Cause,Impacted Customers,Shape__Area,Shape__Length,County,Outage Status,Outage type,Indicent ID,collection_time
11,5832116,PGE,3/31/2025 6:09:00 PM,4/1/2025 1:00:00 PM,OVRLD TXFMR,14,41571.3203125,1107.4258442997,ALAMEDA,Active,Not Planned,2749768,2025-04-02 03:27:42
12,5832117,PGE,4/1/2025 2:59:00 AM,4/1/2025 6:00:00 PM,PATROLLING,14,5954709.60546875,12084.1124235431,YOLO,Active,Not Planned,2750279,2025-04-02 03:27:42
13,5832118,PGE,4/1/2025 3:20:00 AM,4/1/2025 1:00:00 PM,REPLCE TXFMR,7,4963.6953125,349.981618750883,FRESNO,Active,Not Planned,2750284,2025-04-02 03:27:42
14,5832119,PGE,4/1/2025 3:49:52 AM,4/1/2025 7:00:00 PM,DAMGE UG CABLE,1,48599.859375,980.543550912909,CONTRA COSTA,Active,Not Planned,2750315,2025-04-02 03:27:42
15,5832120,PGE,4/1/2025 6:51:59 AM,4/1/2025 4:15:00 PM,PATROLLING,23,33015.8984375,786.816363635681,ALAMEDA,Active,Not Planned,2750396,2025-04-02 03:27:42
16,5832121,PGE,3/31/2025 5:49:38 PM,4/7/2025 9:08:00 PM,EMERG REPAIRS,3,6466341.66015625,20352.34924612,AMADOR,Active,Not Planned,2749743,2025-04-02 03:27:42
17,5832122,PGE,4/1/2025 9:25:40 AM,4/1/2025 2:15:00 PM,,18,7607.94921875,384.896587082996,CONTRA COSTA,Active,Not Planned,2750415,2025-04-02 03:27:42
18,5832123,PGE,4/1/2025 9:49:15 AM,4/1/2025 7:00:00 PM,,46,30468.34765625,856.368205073166,CONTRA COSTA,Active,Not Planned,2750418,2025-04-02 03:27:42
19,5832124,PGE,3/31/2025 4:19:50 PM,4/1/2025 11:00:00 AM,REPLCE TXFMR,1,500583.3984375,3000.71200193333,TULARE,Active,Not Planned,2749599,2025-04-02 03:27:42
20,5832125,PGE,3/31/2025 10:27:56 PM,4/1/2025 11:00:00 AM,DAMGE UG CABLE,1,18590.87109375,580.634188947719,MONTEREY,Active,Not Planned,2750045,2025-04-02 03:27:42
21,5832126,PGE,4/1/2025 5:14:00 AM,4/1/2025 12:15:00 PM,TREE CONTACT,1,46316.1875,911.452234721582,PLACER,Active,Not Planned,2750346,2025-04-02 03:27:42
22,5832127,PGE,4/1/2025 9:58:00 AM,,STORM,486,52915235.7929688,132119.311086462,HUMBOLDT,Active,Not Planned,2750420,2025-04-02 03:27:42
23,5832128,PGE,4/1/2025 1:33:16 AM,4/1/2025 11:00:00 PM,TREE CONTACT,58,144419.68359375,3343.62875323006,PLACER,Active,Not Planned,2750204,2025-04-02 03:27:42
24,5832129,PGE,4/1/2025 2:01:31 AM,4/1/2025 11:00:00 AM,BRKN POLE,1,479320.60546875,3502.17149817642,KERN,Active,Not Planned,2750246,2025-04-02 03:27:42
25,5832130,PGE,4/1/2025 5:39:55 AM,4/1/2025 3:45:00 PM,BRKN POLE,28,69783.984375,2737.44569393637,FRESNO,Active,Not Planned,2750378,2025-04-02 03:27:42
26,5832131,PGE,4/1/2025 9:27:20 AM,4/1/2025 4:00:00 PM,STORM,1,6199.33203125,314.396914696049,MENDOCINO,Active,Not Planned,2750416,2025-04-02 03:27:42
27,5832132,PGE,3/31/2025 12:41:39 PM,4/1/2025 10:00:00 AM,BRKN UG EQUIPMNT,2,24518.515625,645.080653861419,SAN MATEO,Active,Not Planned,2749334,2025-04-02 03:27:42
28,5832133,PGE,3/31/2025 9:25:30 PM,4/1/2025 1:09:00 PM,BRKN POLE EQUIPMNT,50,40237.57421875,1747.43819986466,SANTA CLARA,Active,Not Planned,2749981,2025-04-02 03:27:42
29,5832134,PGE,4/1/2025 4:10:06 AM,4/1/2025 12:00:00 PM,EMERG REPAIRS,27,34551.53125,790.41512428556,BUTTE,Active,Not Planned,2750317,2025-04-02 03:27:42
30,5832135,PGE,4/1/2025 5:01:00 AM,4/1/2025 11:00:00 AM,PLNND SHUTDOWN,1,4278.83984375,262.752650511717,SAN MATEO,Active,Planned,2750389,2025-04-02 03:27:42
31,5832136,PGE,4/1/2025 4:12:00 AM,4/1/2025 1:00:00 PM,PLNND SHUTDOWN,19,9015.34375,545.279328016223,SAN FRANCISCO,Active,Planned,2750342,2025-04-02 03:27:42
32,5832137,PGE,4/1/2025 8:18:18 AM,4/1/2025 1:30:00 PM,PATROLLING,9,12978.25,693.767104129924,SOLANO,Active,Not Planned,2750408,2025-04-02 03:27:42
