_id,OBJECTID,UtilityCompany,Start Date/Time,Estimated Restoration Date/Time,Cause,Impacted Customers,Shape__Area,Shape__Length,County,Outage Status,Outage type,Indicent ID,collection_time
11,5738783,PGE,3/20/2025 3:09:00 AM,3/20/2025 1:00:00 PM,PLNND SHUTDOWN,14,17640.390625,644.722291196118,PLACER,Active,Planned,2739889,2025-03-21 06:05:51
12,5738784,PGE,3/20/2025 6:07:31 AM,3/20/2025 1:00:00 PM,CAR POLE,52,2161620.42578125,13945.7663077217,TEHAMA,Active,Not Planned,2739933,2025-03-21 06:05:51
13,5738785,PGE,3/20/2025 3:29:37 AM,3/20/2025 1:00:00 PM,REPLCE TXFMR,7,17809.28125,644.908305205241,SAN FRANCISCO,Active,Not Planned,2739890,2025-03-21 06:05:51
14,5738786,PGE,3/20/2025 6:23:37 AM,3/20/2025 11:15:00 AM,REPLCE TXFMR,6,6287.0234375,317.448720237763,SAN JOAQUIN,Active,Not Planned,2739934,2025-03-21 06:05:51
15,5738787,PGE,3/19/2025 4:11:10 PM,3/20/2025 1:00:00 AM,PLNND SHUTDOWN,13,87977.19140625,1397.20288915065,ALAMEDA,Active,Planned,2739210,2025-03-21 06:05:51
16,5738788,PGE,3/20/2025 8:47:15 AM,3/20/2025 7:00:00 PM,,1,7142.4765625,483.918545799121,MENDOCINO,Active,Not Planned,2739951,2025-03-21 06:05:51
17,5738789,PGE,3/20/2025 5:20:00 AM,3/20/2025 12:00:00 PM,REPLCE TXFMR,1,19709.5546875,704.686369247522,SAN FRANCISCO,Active,Not Planned,2739932,2025-03-21 06:05:51
18,5738790,PGE,3/19/2025 5:24:24 PM,3/20/2025 3:00:00 AM,PLNND SHUTDOWN,4,15275.5390625,555.255757738795,SANTA CLARA,Active,Planned,2739304,2025-03-21 06:05:51
19,5738791,PGE,3/20/2025 3:17:16 AM,3/20/2025 11:30:00 AM,BRKN POLE EQUIPMNT,16,58131.9609375,1264.46601021856,SAN MATEO,Active,Not Planned,2739888,2025-03-21 06:05:51
20,5738792,PGE,3/20/2025 7:10:00 AM,3/20/2025 12:30:00 PM,,92,111754.48046875,2471.75076621923,SOLANO,Active,Not Planned,2739941,2025-03-21 06:05:51
21,5738793,PGE,3/20/2025 2:14:50 AM,3/20/2025 11:00:00 AM,DAMGE UG CABLE,1,8146.62109375,366.509030002513,MONTEREY,Active,Not Planned,2739858,2025-03-21 06:05:51
22,5738794,PGE,3/20/2025 4:02:00 AM,3/20/2025 1:00:00 PM,PLNND SHUTDOWN,116,24212.91015625,835.777041722822,SAN FRANCISCO,Active,Planned,2739910,2025-03-21 06:05:51
23,5738795,PGE,3/20/2025 7:55:00 AM,3/20/2025 12:15:00 PM,,13,11708.9609375,448.558412552958,SOLANO,Active,Not Planned,2739944,2025-03-21 06:05:51
24,5738796,PGE,3/19/2025 11:04:00 PM,3/20/2025 7:00:00 PM,BRKN POLE,11,18538.01171875,754.799443834919,SAN JOAQUIN,Active,Not Planned,2739723,2025-03-21 06:05:51
25,5738797,PGE,3/20/2025 8:44:32 AM,3/20/2025 12:30:00 PM,,1,12232.59375,482.656574504552,SAN FRANCISCO,Active,Not Planned,2739949,2025-03-21 06:05:51
26,5738798,PGE,3/20/2025 8:19:00 AM,3/20/2025 3:00:00 PM,EMERG REPAIRS,604,1127110.43359375,5568.53494850945,CONTRA COSTA,Active,Not Planned,2739953,2025-03-21 06:05:51
27,5738799,PGE,3/20/2025 9:31:41 AM,3/20/2025 2:00:00 PM,,1,17511.5,578.459508659996,SAN FRANCISCO,Active,Not Planned,2739990,2025-03-21 06:05:51
