_id,OBJECTID,UtilityCompany,Start Date/Time,Estimated Restoration Date/Time,Cause,Impacted Customers,Shape__Area,Shape__Length,County,Outage Status,Outage type,Indicent ID,collection_time
1,5753398,PGE,3/21/2025 9:25:09 PM,3/22/2025 3:00:00 PM,PATROLLING,1,31590.6953125,918.881061354276,MONTEREY,Active,Not Planned,2741289,2025-03-22 21:03:39
2,5753399,PGE,3/22/2025 2:57:23 AM,3/22/2025 2:00:00 PM,REPAIR WIRE DWN,12,1076899.84765625,5992.51509989212,SAN JOAQUIN,Active,Not Planned,2741528,2025-03-22 21:03:39
3,5753400,PGE,3/22/2025 3:47:32 AM,3/22/2025 10:00:00 PM,PATROLLING,19,10241304.421875,17643.2069173451,HUMBOLDT,Active,Not Planned,2741535,2025-03-22 21:03:39
4,5753401,PGE,3/21/2025 8:07:52 PM,3/22/2025 11:14:00 AM,NG CONNECTION,1,723.76953125,107.495737588213,SANTA CLARA,Active,Not Planned,2741236,2025-03-22 21:03:39
5,5753402,PGE,3/22/2025 1:58:46 AM,3/22/2025 10:45:00 AM,CAR POLE,2,11216.734375,701.019770501403,PLACER,Active,Not Planned,2741507,2025-03-22 21:03:39
6,5753403,PGE,3/22/2025 3:27:22 AM,3/22/2025 5:00:00 PM,REPLCE TXFMR,1,602820.66796875,3300.16309051247,MONTEREY,Active,Not Planned,2741534,2025-03-22 21:03:39
7,5753404,PGE,3/22/2025 6:29:00 AM,3/22/2025 7:00:00 PM,TREE CONTACT,39,1809613.2421875,7416.54795619613,HUMBOLDT,Active,Not Planned,2741578,2025-03-22 21:03:39
8,5753405,PGE,3/22/2025 8:12:43 AM,3/22/2025 12:45:00 PM,PATROLLING,21,8258.3984375,469.343783988348,ALAMEDA,Active,Not Planned,2741583,2025-03-22 21:03:39
9,5753406,PGE,3/22/2025 9:06:00 AM,3/22/2025 7:15:00 PM,,534,10032246.4375,61653.6455552483,SHASTA,Active,Not Planned,2741595,2025-03-22 21:03:39
10,5753407,PGE,3/22/2025 9:13:22 AM,3/22/2025 12:00:00 PM,EMERG REPAIRS,17,16591.51171875,751.318088506537,FRESNO,Active,Not Planned,2741597,2025-03-22 21:03:39
11,5753408,PGE,3/21/2025 7:52:48 PM,3/22/2025 12:00:00 PM,PATROLLING,1,37064.93359375,1141.44845325072,MONTEREY,Active,Not Planned,2741226,2025-03-22 21:03:39
12,5753409,PGE,3/22/2025 4:10:13 AM,3/22/2025 1:00:00 PM,,1,16218.67578125,543.122828990252,SAN MATEO,Active,Not Planned,2741544,2025-03-22 21:03:39
13,5753410,PGE,3/21/2025 3:30:36 PM,3/21/2025 11:30:00 PM,PLNND SHUTDOWN,2,46324.7109375,895.008047161339,NEVADA,Active,Planned,2740887,2025-03-22 21:03:39
14,5753411,PGE,3/22/2025 1:13:38 AM,3/22/2025 10:30:00 AM,,1,7091.44921875,393.000389715596,SAN JOAQUIN,Active,Not Planned,2741491,2025-03-22 21:03:39
15,5753412,PGE,3/22/2025 2:33:27 AM,3/22/2025 11:30:00 AM,,1,228294.36328125,2295.56353256269,SAN JOAQUIN,Active,Not Planned,2741519,2025-03-22 21:03:39
16,5753413,PGE,3/22/2025 6:29:53 AM,3/22/2025 10:15:00 AM,BRKN POLE,12,17811.109375,586.5505338249,SANTA CLARA,Active,Not Planned,2741577,2025-03-22 21:03:39
17,5753414,PGE,3/22/2025 12:41:46 AM,3/22/2025 10:00:00 AM,,1,722820.51171875,4864.49067863054,TULARE,Active,Not Planned,2741476,2025-03-22 21:03:39
18,5753415,PGE,3/22/2025 4:47:00 AM,3/22/2025 10:30:00 AM,PATROLLING,7,363089.94921875,3928.98341229231,SAN LUIS OBISPO,Active,Not Planned,2741554,2025-03-22 21:03:39
19,5753416,PGE,3/22/2025 5:10:35 AM,3/22/2025 11:30:00 AM,PATROLLING,14,22734.875,646.165649214256,CONTRA COSTA,Active,Not Planned,2741561,2025-03-22 21:03:39
20,5753417,PGE,3/21/2025 9:09:03 PM,3/22/2025 12:30:00 AM,PLNND SHUTDOWN,1,17913.37890625,603.693676307932,SANTA CLARA,Active,Planned,2741274,2025-03-22 21:03:39
21,5753418,PGE,3/22/2025 4:06:39 AM,3/22/2025 6:00:00 PM,DAMGE UG CABLE,1,25348.37890625,691.416377320127,FRESNO,Active,Not Planned,2741542,2025-03-22 21:03:39
22,5753419,PGE,3/22/2025 4:08:52 AM,3/22/2025 1:00:00 PM,PLNND SHUTDOWN,431,295109.2265625,3191.20881492201,SAN FRANCISCO,Active,Planned,2741545,2025-03-22 21:03:39
23,5753420,PGE,3/22/2025 8:34:05 AM,3/22/2025 3:15:00 PM,,21,25488.00390625,706.34697130739,SANTA CRUZ,Active,Not Planned,2741587,2025-03-22 21:03:39
24,5753421,PGE,3/21/2025 4:00:11 PM,3/21/2025 11:00:00 PM,PLNND SHUTDOWN,36,50026.38671875,1103.29250737219,YOLO,Active,Planned,2740956,2025-03-22 21:03:39
25,5753422,PGE,3/22/2025 4:00:00 AM,3/22/2025 10:15:00 AM,CAR POLE,74,24211129.734375,35111.4756798462,KERN,Active,Not Planned,2741537,2025-03-22 21:03:39
26,5753423,PGE,3/22/2025 4:15:20 AM,3/22/2025 1:00:00 PM,,93,37641.5078125,953.354017829963,SAN FRANCISCO,Active,Not Planned,2741549,2025-03-22 21:03:39
27,5753424,PGE,3/22/2025 1:08:39 AM,3/22/2025 10:45:00 AM,,1,23280.5703125,695.721973141456,SAN JOAQUIN,Active,Not Planned,2741486,2025-03-22 21:03:39
28,5753425,PGE,3/22/2025 4:18:02 AM,3/22/2025 1:00:00 PM,PLNND SHUTDOWN,66,39480.51171875,985.368089500459,SAN FRANCISCO,Active,Planned,2741550,2025-03-22 21:03:39
29,5753426,PGE,3/22/2025 8:20:00 AM,3/22/2025 11:45:00 AM,PATROLLING,4,2704130.7109375,10134.6918654436,MERCED,Active,Not Planned,2741585,2025-03-22 21:03:39
