_id,OBJECTID,UtilityCompany,Start Date/Time,Estimated Restoration Date/Time,Cause,Impacted Customers,Shape__Area,Shape__Length,County,Outage Status,Outage type,Indicent ID,collection_time
27,5762544,PGE,3/24/2025 3:04:00 AM,3/24/2025 9:30:00 AM,REPLCE TXFMR,1,16756.00390625,599.609862147594,SOLANO,Active,Not Planned,2742808,2025-03-25 01:31:43
28,5762545,PGE,3/24/2025 8:59:23 AM,,,134,282296.66796875,4363.59344593686,PLACER,Active,Not Planned,2742863,2025-03-25 01:31:43
29,5762546,PGE,3/23/2025 10:42:00 PM,3/24/2025 9:00:00 AM,BRKN UG EQUIPMNT,274,423109.953125,5918.24739764164,KERN,Active,Not Planned,2742516,2025-03-25 01:31:43
30,5762547,PGE,3/24/2025 2:48:00 AM,3/24/2025 10:00:00 PM,DAMGE UG CABLE,1,6204.2265625,326.332681673037,SANTA CLARA,Active,Not Planned,2742799,2025-03-25 01:31:43
31,5762548,PGE,3/24/2025 3:46:22 AM,3/24/2025 11:00:00 AM,REPLCE TXFMR,1,766138.48828125,3991.38900780863,SAN LUIS OBISPO,Active,Not Planned,2742816,2025-03-25 01:31:43
32,5762549,PGE,3/24/2025 4:14:00 AM,3/24/2025 12:00:00 PM,PLNND SHUTDOWN,349,110130.86328125,2323.54496772272,SAN FRANCISCO,Active,Planned,2742824,2025-03-25 01:31:43
33,5762550,PGE,3/24/2025 5:15:15 AM,3/24/2025 3:30:00 PM,PATROLLING,51,52727.15625,1326.94493170972,ALAMEDA,Active,Not Planned,2742836,2025-03-25 01:31:43
34,5762551,PGE,3/24/2025 4:00:00 AM,3/24/2025 12:00:00 PM,PLNND SHUTDOWN,361,751629.16796875,5236.71982782195,MARIN,Active,Planned,2742818,2025-03-25 01:31:43
35,5762552,PGE,3/24/2025 1:06:05 AM,3/24/2025 11:00:00 AM,PATROLLING,3,71867.078125,1130.86458948468,SAN JOAQUIN,Active,Not Planned,2742856,2025-03-25 01:31:43
36,5762553,PGE,3/24/2025 8:18:00 AM,3/24/2025 12:30:00 PM,EMERG REPAIRS,448,287581.30859375,3397.22131924211,SAN MATEO,Active,Not Planned,2742859,2025-03-25 01:31:43
37,5762554,PGE,3/23/2025 7:16:03 PM,3/24/2025 10:00:00 AM,REPLCE TXFMR,9,20862.9296875,616.107103735706,KERN,Active,Not Planned,2742351,2025-03-25 01:31:43
38,5762555,PGE,3/23/2025 7:32:20 PM,3/24/2025 12:00:00 PM,BRKN POLE EQUIPMNT,42,37691.53515625,930.52097911167,CONTRA COSTA,Active,Not Planned,2742359,2025-03-25 01:31:43
39,5762556,PGE,3/24/2025 1:26:23 AM,3/24/2025 11:30:00 AM,TREE CONTACT,3,323745.30078125,2304.03926138633,HUMBOLDT,Active,Not Planned,2742737,2025-03-25 01:31:43
40,5762557,PGE,3/24/2025 2:57:00 AM,3/24/2025 10:00:00 AM,DAMGE UG CABLE,1,17427.39453125,562.591955644917,MERCED,Active,Not Planned,2742803,2025-03-25 01:31:43
41,5762558,PGE,3/24/2025 3:23:00 AM,3/24/2025 10:00:00 AM,,85,90806.703125,1408.50150388608,KERN,Active,Not Planned,2742812,2025-03-25 01:31:43
